Aryan Goveas,India,17
Grigoriy Lomakin,Kazakhstan,17
Haru Inoue,Japan,16
Manuel Sanchez,Mexico,16
San Hui Sin,"Korea, Republic of",16
Gonzalo Lama,Chile,16
Shintaro Mochizuki,Japan,16
Justin Roberts,Bahamas,16
Jan Zielinski,Poland,16
Jung Woong Na,"Korea, Republic of",16
Vlad Andrei Dancu,Romania,16
Calin Manda,Romania,16
Duje Kekez,Croatia,16
David Jorda Sanchis,Spain,16
Blake Ellis,Australia,16
Soichiro Moritani,Japan,16
Justin Butsch,United States,16
Stefano Battaglino,Italy,16
Daniel Cukierman,Israel,15
Yibing Wu,China,15
Gengo Kikuchi,Japan,15
Gabriel Alejandro Hidalgo,Argentina,15
Jack Findel Hawkins,United Kingdom,15
David Volfson,Canada,15
Ray Ho,"Taiwan, Province of China",15
George Tsivadze,Georgia,15
Sora Fukuda,Japan,15
Dominik Palan,Czech Republic,15
Alexander Lebedev,United States,15
Juan Alejandro Hernandez Serrano,Mexico,15
Tristan Schoolkate,Australia,14
Patrick Kypson,United States,14
Matias Soto,Chile,14
Aleksandre Bakshi,Georgia,14
Vlad Victor Cornea,Romania,14
Cannon Kingsley,United States,14
Liam Draxl,Canada,14
Petr Michnev,Czech Republic,14
Zachary Eisinga,Netherlands,14
Matvey Khomentovskiy,Russian Federation,14
Federico Arnaboldi,Italy,14
Yan Sabanin,Russian Federation,14
Dostanbek Tashbulatov,Kazakhstan,14
Pierre Delage,France,14
Cheng Yu Yu,"Taiwan, Province of China",14
Valentin Guenther,Germany,14
Niklas Guttau,Germany,14
Hong Kit Jack Wong,Hong Kong,14
Luca Prevosto,Italy,14
Julian Bradley,Ireland,14
Ignacio Carou,Argentina,14
Daniel Rodrigues,Portugal,13
Pawel Cias,Poland,13
Samuele Ramazzotti,Italy,13
Ryan James Storrie,United Kingdom,13
Christian Samuelsson,Sweden,13
Sumit Sarkar,United States,13
Alibek Kachmazov,Russian Federation,13
Isaiah Strode,United States,13
Maciej Rajski,Poland,13
Ivan Liutarevich,Belarus,13
Alan Kohen,Argentina,13
Jacob Dunbar,United States,13
Mariano Navone,Argentina,13
Marco Brugnerotto,Italy,13
Yuanfeng Li,China,13
Luca Gelhardt,Germany,13
Saidalo Saidkarimov,Uzbekistan,13
Vladimir Korolev,Russian Federation,13
Koray Kirci,Turkey,13
Yanais Laurent,France,13
Anis Ghorbel,Tunisia,13
Flavio Cobolli,Italy,12
Martin Damm,Czech Republic,12
Billy Harris,United Kingdom,12
Matheus Pucinelli De Almeida,Brazil,12
Pascal Meis,Germany,12
Mick Lescure,France,12
Uisung Park,"Korea, Republic of",12
Zachary Svajda,United States,12
Hugo Schott,France,12
Giacomo Dambrosi,Italy,12
Kenneth Raisma,Estonia,12
Sarp Agabigun,Turkey,12
Simon Beaupain,Belgium,12
Juan Pablo Paz,Argentina,12
Rishab Agarwal,India,12
Franco Feitt,Argentina,12
Matvey Minin,Russian Federation,12
Ugo Blanchet,France,12
Florian Lakat,France,12
Max Houkes,Netherlands,12
Alex Blumenberg,Brazil,12
Sidane Pontjodikromo,Netherlands,12
Rhett Purcell,United Kingdom,12
Simon Anthony Ivanov,Bulgaria,12
Sergi Perez Contri,Spain,12
Mikhail Fufygin,Russian Federation,12
Aziz Ouakaa,Tunisia,12
Maxime Mora,France,12
Luis Patino,Mexico,12
Nathan Seateun,France,11
Edris Fetisleam,Romania,11
Aziz Kijametovic,Bosnia and Herzegovina,11
Igor Ribeiro Marcondes,Brazil,11
Andrea Bolla,Italy,11
Gianni Mina,France,11
Justin Boulais,Canada,11
Alfredo Perez,United States,11
Emilio Nava,United States,11
Chuhan Wang,China,11
Vadym Ursu,Ukraine,11
S D Prajwal Dev,India,11
Luka Pavlovic,France,11
Shao Fan Liu,"Taiwan, Province of China",11
Jordi Samper Montana,Spain,11
Rimpei Kawakami,Japan,11
Moez Chargui,Tunisia,11
Christoph Negritu,Germany,11
William Bushamuka,"Congo, the Democratic Republic of the",11
Luca Tomasetto,Italy,11
Jakob Aichhorn,Austria,11
Dhruv Sunish,India,11
Bart Van Den Berg,Netherlands,11
Kalman L Boyd,United States,11
Albert Roglan,Spain,11
Yanki Erel,Turkey,11
Cameron Green,Australia,11
Adrian Bodmer,Switzerland,11
Majed Kilani,Tunisia,11
Alexis Canter,United Kingdom,11
Sagadat Ayap,Kazakhstan,11
Issei Okamura,Japan,11
Javier Marti,Spain,10
Riccardo Bellotti,Italy,10
Justin Eleveld,Netherlands,10
Ko Suzuki,Japan,10
Yuta Kawahashi,Japan,10
Karue Sell,Brazil,10
Wojciech Marek,Poland,10
Kyle Seelig,United States,10
Logan Smith,United States,10
Cengiz Aksu,Turkey,10
Taha Baadi,Canada,10
Pierre Faivre,France,10
Dalibor Svrcina,Czech Republic,10
Michael Shabaz,United States,10
Hamid Reza Nadaf,"Iran, Islamic Republic of",10
Florent Diep,France,10
Min Kyu Song,"Korea, Republic of",10
Alejo Vilaro,Argentina,10
Matthew Mendez,United States,10
Marius Ruzgas,Sweden,10
Giovani Samaha,Lebanon,10
Gabriel Donev,Bulgaria,10
Dragos Constantin Ignat,Romania,10
Matyas Fuele,Hungary,10
Lucas Gomez,Mexico,10
Luigi Sorrentino,Italy,10
Tyler Mercier,United States,10
Kazuma Kawachi,Japan,10
N Vijay Sundar Prashanth,India,10
Aaron Schmid,Switzerland,10
Mikalai Haliak,Belarus,10
Timur Kiuamov,Russian Federation,10
Zihao Xia,China,10
Peter Goldsteiner,Austria,10
